total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy
300,0.99,0.01,274.27,316.16,320.36,0.9844,0.0,19,2755.501429239909,0.13231,0.0,pass,pass,pass
